Author_ID|Author_name|Comment_number|Sentence_number|Domain_Relevance|Sentiment|Entity|Attribute|Sentence|Source_file|Annotator
Rahul-Shankar|Rahul Shankar|457|30|0|nan|nan|nan|Many impoverished nations use farming methods that lack technology and chemicals not by choice but due to the problems of cost and access.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|31|0|nan|nan|nan|The ends up being 'organic' due to lack of options.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|32|0|nan|nan|nan|I head to Eastern Market, a popular farmer's market in Detroit, almost every week.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|33|0|nan|nan|nan|I absolutely love it.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|34|0|nan|nan|nan|But try and picture this in countries in Africa and farmers do not have the same access to cities where people are flocking to buy their products at premium prices.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|35|0|nan|nan|nan|Costs associated with transportation means that they sell their products at low costs and end up surviving at subsistence levels.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|36|0|nan|nan|nan|There are of course instances of successful adoption of organic farming.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|37|9|p|f|g|Studies in the Maikaal district India have shown that cotton yields due to organic farming have been greater than commercial techniques and have benefited the socio-economic status of farmers.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|38|0|nan|nan|nan|[1] What is the way forward?|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|39|9|0|f|g|The need of the hour seems to be an investment in training and education around the benefits of low-input agriculture as well as organic farming.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|40|0|nan|nan|nan|We as society need to deromanticize the idea that farming techniques as they were practiced centuries ago is somehow the solution.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|41|9|n|p|ll|The 'local and organic' tag needs to be dropped if we need to head in the right direction.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|42|9|0|f|g|Organic farming is a relatively sophisticated system that combines age old wisdom with modern innovation.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|43|0|nan|nan|nan|The even more practical low-input or eco agriculture approach is effectively a middle ground approach that uses many organic farming techniques while using a much smaller percentage of chemicals than conventional techniques.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|44|0|nan|nan|nan|Unfortunately, answering this question with an actual population figure is difficult to do.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|45|0|nan|nan|nan|However given the current state of affairs, I believe a best of both worlds approach is necessary.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|46|0|nan|nan|nan|Note - I am not an expert on the subject, just an arm chair observer.|quora.json|fahad
Rahul-Shankar|Rahul Shankar|457|47|0|nan|nan|nan|If there are any glaring errors in my answer please let me know.|quora.json|fahad
"Rahul-Shankar|Rahul Shankar|457|48|0|nan|nan|nan|""[1] <URL>"""" [2] <URL>"""" [3] <URL>""""""|quora.json|fahad"
Scott-Strough|Scott Strough|458|1|0|nan|nan|nan|There is one glaring error, but probably not your fault.|quora.json|fahad
Scott-Strough|Scott Strough|458|2|0|nan|nan|nan|“If we were to attempt to switch the other 99+ percent to organic this would require a lot more organic fertiziler i.e.|quora.json|fahad
Scott-Strough|Scott Strough|458|3|9|n|cf|g|This requires a large increase in cattle production and thus a corresponding increase in land for pasture.” Actually if you stopped raising animals in confinement then you would need far less land for corn and soy.|quora.json|fahad
Scott-Strough|Scott Strough|458|4|0|nan|nan|nan|Net effect is LESS land and manure needed.|quora.json|fahad
"Chris-Loughnane|Chris Loughnane|461|1|0|nan|nan|nan|""Is that allowed for """"organic"""" chicken?""|quora.json|fahad"
Merredith-Branscombe|Merredith Branscombe|462|1|0|nan|nan|nan|If you're in the western United States, check out Natural Grocers.|quora.json|fahad
Merredith-Branscombe|Merredith Branscombe|462|2|0|nan|nan|nan|They *only* sell USDA Certified organic produce (no conventional produce, period).|quora.json|fahad
Merredith-Branscombe|Merredith Branscombe|462|3|0|nan|nan|nan|They also will not carry any product with artificial colors, flavors, hormones, antibiotics...|quora.json|fahad
Merredith-Branscombe|Merredith Branscombe|462|4|0|nan|nan|nan|I'm forgetting one, but you get the idea.|quora.json|fahad
Merredith-Branscombe|Merredith Branscombe|462|5|0|nan|nan|nan|As to the dangers of GM foods; they actually are dangerous, on many different levels, micro *and* macro.|quora.json|fahad
Merredith-Branscombe|Merredith Branscombe|462|6|0|nan|nan|nan|(They are convenient, but one day we may look back and realized we sacrificed a lot in the name of convenience) Here's a link to the Natural Grocers post on the subject of Prop.|quora.json|fahad
"Merredith-Branscombe|Merredith Branscombe|462|7|0|nan|nan|nan|""37"," about labelling GM foods: <URL>""""""|quora.json|fahad"
Patrick-Daly-34|Patrick Daly|465|1|9|n|f|g|In most cases organic crops are only 1/3 the product output of modern conventional farming.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|2|0|nan|nan|nan|Therefore we need to allocate 3 times the land for the same amount of food.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|3|9|p|cf|g|If conservation of land is considered eco-friendly, then conventional farming wins.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|4|9|0|cf|c|On the other hand, if conventional farmers don't adhere to the proper use of their modern tools like pesticides, herbicides and fertilizer applications, then the ecology will be adversely affected.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|4|9|n|cf|e|On the other hand, if conventional farmers don't adhere to the proper use of their modern tools like pesticides, herbicides and fertilizer applications, then the ecology will be adversely affected.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|5|0|nan|nan|nan|Looking more in-depth on fertilizer and comparing the cost of shipping manure and urea as sources of nitrogen, the most important of the nutrients.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|6|0|nan|nan|nan|A 50 ft long, hi-roof rail car has a maximum capacity of 100 tons.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|7|0|nan|nan|nan|100 tons of urea will contain 46 tons of nitrogen.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|8|0|nan|nan|nan|This will fit in the rail car.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|9|0|nan|nan|nan|Manure, because of it’s low specific gravity of 0.5 so is very bulky, we can only fit 38.46 tons in the rail car.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|10|0|nan|nan|nan|That equates to 1.15 tons of nitrogen.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|11|0|nan|nan|nan|It would take 40 rail cars of manure for each car of urea, to get the same amount of nitrogen.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|12|0|nan|nan|nan|Transportation affects the environment just as bad as anything else.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|13|0|nan|nan|nan|Those are the things to be included in any equation of comparing organic and conventional farming.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|14|0|nan|nan|nan|Unfortunately, the proponents of both sides will tend to skew the facts in order to win the debate and the side with the less informed followers usually gain more traction.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|15|0|nan|nan|nan|In our modern society, it seems the more information there is, is the more people get confused.|quora.json|fahad
Patrick-Daly-34|Patrick Daly|465|16|0|nan|nan|nan|There are ways to check facts, but the fact is, that nobody look at dedicated fact-checkers but prefer to go along with any popular rhetoric.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|1|9|n|p|p|Organic food is not necessarily healthier than non GM food.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|2|9|p|gg|s|The entire point of GMOs is to make something safe and sustainable.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|3|0|nan|nan|nan|In most cases, it was genetically modified for a reason.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|4|9|0|gg|g|Just like golden rice In A Grain Of Golden Rice, A World Of Controversy Over GMO Foods - the public opinion on GMOs is much more negative than it should be.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|5|9|p|gg|h|Plenty of research proves that GMOs are perfectly healthy.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|6|9|n|p|h|However, organic food alone is often less healthy than its processed counterpart.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|7|9|n|p|h|Organic food is not healthier: Stanford U.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|8|9|n|p|e|Why Organic Food May Not Be Healthier For You However, in many, many cases, organic food is going to have a worse impact on the environment.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|9|9|0|p|e|Can eating locally, organically hurt the environment?|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|10|0|nan|nan|nan|New book says yes - DailyFinance Agriculture has given us blessings such as fertilizer and pesticides which reduces waste and helps us grow where we want, when we want.|quora.json|fahad
"Bryceton-Bible|Bryceton Bible|470|11|0|nan|nan|nan|""Without this"," resources will be """"wasted"""" and money will be lost.""|quora.json|fahad"
Bryceton-Bible|Bryceton Bible|470|12|9|0|p|p|The most obvious fact, in my opinion, is the average cost of organic food over regular food.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|13|9|0|p|p|With a quick glance at this chart: Organic Versus Non-Organic; Store Versus Farmers’ Market One can see that the price of organic food is significantly higher, in many cases over 80%.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|14|0|nan|nan|nan|According to the U.S. Bureau of Labor Statistics, the average American family spent $4,000 per year on groceries in 2013, or about $330 each month That's $3960 a year.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|15|0|nan|nan|nan|If you spent even $2000 a year on planting trees and on cleaning up waste and helping those without food to be able to eat, you would benefit the environment much more than by eating organically.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|16|9|n|p|p|TL;DR: spend the money on directly helping the environment instead of buying organic.|quora.json|fahad
Bryceton-Bible|Bryceton Bible|470|17|0|nan|nan|nan|It's easier, it saves time, it's just as healthy if you know what you're doing and it doesn't put money in the pockets of companies that are bamboozling you out of money for the same product that Walmart sells for $1.|quora.json|fahad
Nate-Berg-1|Nate Berg|472|1|9|n|p|e|Organic food itself does not have a significant positive impact on the environment.|quora.json|fahad
Nate-Berg-1|Nate Berg|472|2|9|p|f|e|However, when compared to it's alternative, which is industrial farm practices, it does in the form of far lower CO2 emissions and non-polluted soil which also assists in clean water streams and so on.|quora.json|fahad
Nate-Berg-1|Nate Berg|472|3|0|nan|nan|nan|These advantages are likely not passed on to consumers in lower costs because most organic food is not mass produced where as mass production is always cheaper.|quora.json|fahad
John-Jeffrey-Mardlin|John Jeffrey Mardlin|474|1|0|nan|nan|nan|Your question makes the odd assumptions that more sustainable implies more affordable.|quora.json|fahad
John-Jeffrey-Mardlin|John Jeffrey Mardlin|474|2|0|nan|nan|nan|New technologies typically cost more at first, and come down in price over time.|quora.json|fahad
John-Jeffrey-Mardlin|John Jeffrey Mardlin|474|3|0|nan|nan|nan|Jade does a good job of succinctly describing the reasons that the cost to supply is higher.|quora.json|fahad
John-Jeffrey-Mardlin|John Jeffrey Mardlin|474|4|0|nan|nan|nan|Just as importantly, the cost of production isn't the only determination of the purchase price.|quora.json|fahad
John-Jeffrey-Mardlin|John Jeffrey Mardlin|474|5|9|p|p|p|Even if it cost the same to produce an organic head of lettuce as it does to produce a conventional head of lettuce, you would pay more for the value you get from feeling good about your purchasing decisions.|quora.json|fahad
Mark-Keating|Mark Keating|475|1|0|nan|nan|nan|Good point John, but this is precisely where I'm confused.|quora.json|fahad
Mark-Keating|Mark Keating|475|2|0|nan|nan|nan|Because if we apply some specific value to all resources (land, capital, intellect) utilized in producing something (head of lettuce, loaf of bread, pound of sugar) isn't the cheapest item on the shelf the most sustainable?|quora.json|fahad
Mark-Keating|Mark Keating|475|3|0|nan|nan|nan|Regardless of whether it's organic or otherwise?|quora.json|fahad
"Mark-Keating|Mark Keating|475|4|0|nan|nan|nan|""I'm assuming here that the terms """"sustainable"""" and """"efficient"""" are one and the same yet I see them increasingly being used as contradictory of the other; very confusing.""|quora.json|fahad"
Prasanna-Kumar-T-S-M|Prasanna Kumar T S M|479|1|0|nan|nan|nan|Food produced using fertilisers, pesticides, herbicides etc costs less in market but not in reality.|quora.json|fahad
Prasanna-Kumar-T-S-M|Prasanna Kumar T S M|479|2|0|nan|nan|nan|The chemicals and fuel used for producing the food is generally subsidised by governments.|quora.json|fahad
Prasanna-Kumar-T-S-M|Prasanna Kumar T S M|479|3|0|nan|nan|nan|If the subsidies are factored in then the cost will be more than organic food cost.|quora.json|fahad
Prasanna-Kumar-T-S-M|Prasanna Kumar T S M|479|4|0|nan|nan|nan|As I am an Indian I would like to explain in my context.|quora.json|fahad
Prasanna-Kumar-T-S-M|Prasanna Kumar T S M|479|5|0|nan|nan|nan|Before India was colonised (before 1700) everything grown in India was organic and we had surplus which was exported to other countries.|quora.json|fahad
